course_code,term,term_idx,avg_score,pass_rate,so1_attainment,so2_attainment,so3_attainment,so4_attainment,so5_attainment,so6_attainment,so7_attainment,composite_so_index,trend_value,current_term_failed,next_term_risk
CE1717,2019F,0,74.58,91.8,76.85,,,,74.2,,,75.52,0.0,0,0
CE1717,2020S,1,73.9,92.42,76.18,,,,72.17,,,74.18,-1.35,0,0
CE1717,2020F,2,73.47,92.06,72.26,,,,71.16,,,71.71,-2.47,0,0
CE1717,2021S,3,70.35,96.67,67.95,,,,69.55,,,68.75,-2.96,0,0
CE1717,2021F,4,70.64,88.89,71.22,,,,68.89,,,70.05,1.3,0,0
CE1717,2022S,5,67.12,85.48,67.54,,,,65.17,,,66.36,-3.7,0,0
CE1717,2022F,6,65.95,72.73,66.52,,,,65.51,,,66.01,-0.34,0,1
CE1717,2023S,7,63.91,50.0,62.32,,,,63.44,,,62.88,-3.13,1,1
CE1717,2023F,8,64.34,64.29,64.03,,,,65.54,,,64.79,1.91,1,1
CE1720,2019F,0,81.52,100.0,82.42,,,,,,,82.42,0.0,0,0
CE1720,2020S,1,84.86,97.78,86.6,,,,,,,86.6,4.17,0,1
CE1720,2020F,2,81.69,100.0,81.24,,,,,,,81.24,-5.36,1,0
CE1720,2021S,3,84.61,98.48,83.41,,,,,,,83.41,2.17,0,0
CE1720,2021F,4,82.11,100.0,80.25,,,,,,,80.25,-3.17,0,0
CE1720,2022S,5,84.18,98.04,86.39,,,,,,,86.39,6.14,0,0
CE1720,2022F,6,83.67,100.0,84.85,,,,,,,84.85,-1.54,0,0
CE1720,2023S,7,84.41,100.0,84.37,,,,,,,84.37,-0.48,0,1
CE1720,2023F,8,81.2,100.0,79.9,,,,,,,79.9,-4.47,1,0
CE1729,2019F,0,80.94,100.0,,80.02,,,83.58,,,81.8,0.0,0,0
CE1729,2020S,1,84.95,100.0,,87.13,,,84.55,,,85.84,4.04,0,1
CE1729,2020F,2,81.63,100.0,,79.24,,,82.35,,,80.79,-5.05,1,0
CE1729,2021S,3,84.69,97.73,,85.64,,,81.98,,,83.81,3.02,0,0
CE1729,2021F,4,82.22,98.55,,82.12,,,80.67,,,81.4,-2.41,0,0
CE1729,2022S,5,80.94,100.0,,83.23,,,80.04,,,81.63,0.24,0,0
CE1729,2022F,6,82.75,100.0,,80.07,,,80.8,,,80.44,-1.2,0,0
CE1729,2023S,7,80.69,96.23,,79.47,,,80.21,,,79.84,-0.59,0,0
CE1729,2023F,8,81.06,98.59,,79.93,,,83.67,,,81.8,1.96,0,0
CE1731,2019F,0,74.73,94.44,,74.42,74.22,,76.44,,75.28,75.09,0.0,0,0
CE1731,2020S,1,76.57,100.0,,78.55,78.79,,77.89,,76.5,77.93,2.84,0,0
CE1731,2020F,2,72.74,83.33,,74.98,74.17,,73.0,,74.19,74.08,-3.85,0,1
CE1731,2021S,3,69.74,87.88,,68.08,68.17,,68.54,,68.94,68.43,-5.66,1,0
CE1731,2021F,4,71.37,84.06,,71.37,73.61,,71.68,,71.22,71.97,3.54,0,0
CE1731,2022S,5,68.13,85.94,,70.88,68.75,,65.53,,69.73,68.72,-3.25,0,0
CE1731,2022F,6,67.24,76.62,,68.26,64.51,,68.43,,64.89,66.52,-2.2,0,0
CE1731,2023S,7,66.96,76.62,,64.46,66.44,,64.01,,69.19,66.03,-0.5,0,0
CE1731,2023F,8,64.79,75.0,,67.57,66.15,,63.27,,64.72,65.43,-0.6,0,1
CE1733,2019F,0,82.29,100.0,85.16,,,,,,,85.16,0.0,0,1
CE1733,2020S,1,78.82,95.0,79.25,,,,,,,79.25,-5.91,1,0
CE1733,2020F,2,80.56,97.44,82.98,,,,,,,82.98,3.72,0,1
CE1733,2021S,3,76.35,98.63,75.69,,,,,,,75.69,-7.29,1,0
CE1733,2021F,4,79.43,100.0,77.12,,,,,,,77.12,1.43,0,0
CE1733,2022S,5,77.96,98.25,78.47,,,,,,,78.47,1.35,0,0
CE1733,2022F,6,77.58,93.33,75.11,,,,,,,75.11,-3.36,0,0
CE1733,2023S,7,76.75,96.92,75.71,,,,,,,75.71,0.6,0,0
CE1733,2023F,8,77.82,100.0,78.02,,,,,,,78.02,2.31,0,0
CE1737,2019F,0,63.1,51.43,61.63,,,,,,,61.63,0.0,1,1
CE1737,2020S,1,64.66,66.67,63.27,,,,,,,63.27,1.64,1,1
CE1737,2020F,2,62.4,60.32,63.71,,,,,,,63.71,0.43,1,1
CE1737,2021S,3,63.02,67.16,64.15,,,,,,,64.15,0.44,1,1
CE1737,2021F,4,60.81,48.98,60.46,,,,,,,60.46,-3.69,1,1
CE1737,2022S,5,63.25,69.09,62.29,,,,,,,62.29,1.83,1,1
CE1737,2022F,6,62.08,61.29,64.08,,,,,,,64.08,1.79,1,1
CE1737,2023S,7,60.27,53.52,58.85,,,,,,,58.85,-5.23,1,1
CE1737,2023F,8,61.34,54.84,58.46,,,,,,,58.46,-0.38,1,0
CE1740,2019F,0,75.68,96.15,,74.25,,,77.68,,,75.97,0.0,0,0
CE1740,2020S,1,77.41,96.77,,78.66,,,76.69,,,77.68,1.71,0,0
CE1740,2020F,2,75.73,97.62,,78.06,,,76.56,,,77.31,-0.36,0,0
CE1740,2021S,3,75.83,94.34,,78.65,,,76.98,,,77.81,0.5,0,0
CE1740,2021F,4,77.32,96.72,,80.26,,,76.85,,,78.55,0.74,0,0
CE1740,2022S,5,77.09,94.74,,76.2,,,78.19,,,77.2,-1.36,0,0
CE1740,2022F,6,76.52,95.35,,73.84,,,76.42,,,75.13,-2.06,0,0
CE1740,2023S,7,74.43,97.22,,76.41,,,72.57,,,74.49,-0.64,0,0
CE1740,2023F,8,77.17,100.0,,79.91,,,79.97,,,79.94,5.45,0,1
CE1742,2019F,0,83.34,97.44,81.26,,,,,,,81.26,0.0,0,0
CE1742,2020S,1,79.51,100.0,80.7,,,,,,,80.7,-0.56,0,0
CE1742,2020F,2,80.05,100.0,78.15,,,,,,,78.15,-2.55,0,0
CE1742,2021S,3,79.76,90.91,81.32,,,,,,,81.32,3.17,0,0
CE1742,2021F,4,82.1,97.14,83.32,,,,,,,83.32,2.0,0,0
CE1742,2022S,5,81.72,100.0,82.96,,,,,,,82.96,-0.36,0,0
CE1742,2022F,6,82.87,100.0,83.94,,,,,,,83.94,0.98,0,0
CE1742,2023S,7,82.17,100.0,80.52,,,,,,,80.52,-3.42,0,0
CE1742,2023F,8,84.77,100.0,84.36,,,,,,,84.36,3.84,0,1
CE1743,2019F,0,64.14,63.89,66.07,,,,,,,66.07,0.0,1,1
CE1743,2020S,1,62.01,60.87,59.61,,,,,,,59.61,-6.46,1,1
CE1743,2020F,2,62.71,60.0,63.01,,,,,,,63.01,3.4,1,1
CE1743,2021S,3,60.24,60.47,59.64,,,,,,,59.64,-3.37,1,1
CE1743,2021F,4,62.59,67.5,64.0,,,,,,,64.0,4.36,1,1
CE1743,2022S,5,63.14,61.54,65.87,,,,,,,65.87,1.87,1,1
CE1743,2022F,6,64.51,71.43,61.62,,,,,,,61.62,-4.25,1,1
CE1743,2023S,7,62.39,62.86,61.26,,,,,,,61.26,-0.36,1,1
CE1743,2023F,8,62.36,58.97,62.02,,,,,,,62.02,0.75,1,1
CE1747,2019F,0,79.61,100.0,78.5,78.63,78.99,,81.67,,,79.45,0.0,0,0
CE1747,2020S,1,80.44,97.56,81.94,82.56,81.49,,78.95,,,81.24,1.79,0,0
CE1747,2020F,2,81.79,100.0,80.28,83.52,80.01,,79.69,,,80.87,-0.36,0,0
CE1747,2021S,3,80.57,93.75,80.05,78.49,78.84,,79.75,,,79.28,-1.59,0,0
CE1747,2021F,4,80.17,100.0,81.89,77.5,82.71,,80.69,,,80.7,1.42,0,0
CE1747,2022S,5,80.42,100.0,78.06,78.05,78.17,,80.61,,,78.72,-1.98,0,0
CE1747,2022F,6,82.7,100.0,79.89,83.26,83.86,,84.19,,,82.8,4.08,0,0
CE1747,2023S,7,83.37,100.0,84.27,83.26,82.54,,84.52,,,83.65,0.85,0,1
CE1747,2023F,8,79.91,97.5,78.37,79.77,81.34,,79.04,,,79.63,-4.02,1,0
CE1753,2019F,0,77.42,95.45,78.74,,,,,78.1,,78.42,0.0,0,0
CE1753,2020S,1,77.89,96.92,77.43,,,,,75.29,,76.36,-2.06,0,0
CE1753,2020F,2,79.99,98.04,79.38,,,,,80.89,,80.13,3.78,0,0
CE1753,2021S,3,78.46,98.51,79.89,,,,,79.61,,79.75,-0.38,0,0
CE1753,2021F,4,79.11,94.83,80.76,,,,,77.81,,79.28,-0.47,0,0
CE1753,2022S,5,78.31,92.75,77.68,,,,,80.12,,78.9,-0.38,0,0
CE1753,2022F,6,76.25,98.31,76.03,,,,,79.03,,77.53,-1.37,0,0
CE1753,2023S,7,80.85,100.0,80.0,,,,,78.09,,79.04,1.51,0,0
CE1753,2023F,8,77.99,97.44,76.57,,,,,78.29,,77.43,-1.61,0,0
CE1756,2019F,0,78.04,90.91,,75.84,75.69,,79.49,,,77.01,0.0,0,0
CE1756,2020S,1,80.82,100.0,,78.71,82.38,,79.76,,,80.28,3.28,0,0
CE1756,2020F,2,80.91,100.0,,82.81,83.35,,82.01,,,82.72,2.44,0,0
CE1756,2021S,3,79.0,92.65,,81.69,79.61,,76.47,,,79.26,-3.46,0,0
CE1756,2021F,4,83.05,100.0,,81.67,80.84,,85.72,,,82.74,3.49,0,0
CE1756,2022S,5,79.02,100.0,,77.58,81.15,,78.99,,,79.24,-3.5,0,0
CE1756,2022F,6,81.04,100.0,,81.81,83.59,,80.96,,,82.12,2.88,0,0
CE1756,2023S,7,77.84,100.0,,80.49,79.83,,77.22,,,79.18,-2.94,0,0
CE1756,2023F,8,81.89,100.0,,84.21,79.83,,84.3,,,82.78,3.6,0,0
CE1757,2019F,0,79.72,100.0,,80.19,80.91,,80.01,,,80.37,0.0,0,0
CE1757,2020S,1,82.02,100.0,,84.98,79.42,,82.91,,,82.44,2.07,0,0
CE1757,2020F,2,78.96,100.0,,80.29,81.55,,79.59,,,80.48,-1.96,0,0
CE1757,2021S,3,81.78,100.0,,82.56,80.13,,83.28,,,81.99,1.51,0,0
CE1757,2021F,4,81.33,98.57,,79.18,83.82,,82.74,,,81.91,-0.07,0,0
CE1757,2022S,5,83.21,100.0,,83.61,83.55,,84.59,,,83.92,2.0,0,0
CE1757,2022F,6,83.58,98.08,,84.43,84.83,,83.04,,,84.1,0.18,0,0
CE1757,2023S,7,81.77,100.0,,80.6,80.38,,79.57,,,80.19,-3.91,0,0
CE1757,2023F,8,82.15,98.04,,83.38,81.37,,82.63,,,82.46,2.27,0,0
CE1759,2019F,0,78.22,96.67,75.7,,,,,,,75.7,0.0,0,0
CE1759,2020S,1,84.54,100.0,86.75,,,,,,,86.75,11.05,0,1
CE1759,2020F,2,81.14,100.0,80.22,,,,,,,80.22,-6.53,1,0
CE1759,2021S,3,81.25,98.36,83.92,,,,,,,83.92,3.7,0,1
CE1759,2021F,4,81.04,98.15,78.54,,,,,,,78.54,-5.38,1,0
CE1759,2022S,5,82.24,100.0,83.35,,,,,,,83.35,4.81,0,0
CE1759,2022F,6,82.1,100.0,80.05,,,,,,,80.05,-3.3,0,0
CE1759,2023S,7,82.28,100.0,79.78,,,,,,,79.78,-0.27,0,0
CE1759,2023F,8,82.58,100.0,80.57,,,,,,,80.57,0.79,0,0
CE1766,2019F,0,82.02,97.14,,81.22,81.73,,79.57,,,80.84,0.0,0,0
CE1766,2020S,1,80.73,95.77,,81.24,82.61,,80.92,,,81.59,0.75,0,0
CE1766,2020F,2,83.15,100.0,,80.34,80.63,,80.5,,,80.49,-1.1,0,0
CE1766,2021S,3,81.17,100.0,,81.01,80.17,,84.1,,,81.76,1.27,0,0
CE1766,2021F,4,81.17,100.0,,80.28,80.13,,83.2,,,81.21,-0.55,0,0
CE1766,2022S,5,82.48,97.73,,80.24,85.0,,85.36,,,83.53,2.33,0,0
CE1766,2022F,6,83.29,100.0,,80.45,85.65,,80.55,,,82.22,-1.32,0,0
CE1766,2023S,7,80.84,97.37,,79.97,81.59,,78.16,,,79.91,-2.31,0,0
CE1766,2023F,8,82.6,98.53,,81.55,79.82,,83.94,,,81.77,1.87,0,0
CE1767,2019F,0,57.67,44.68,,56.74,,,59.83,,,58.29,0.0,1,1
CE1767,2020S,1,57.99,41.46,,56.85,,,59.45,,,58.15,-0.14,1,1
CE1767,2020F,2,56.61,43.55,,57.94,,,57.96,,,57.95,-0.2,1,1
CE1767,2021S,3,57.6,35.0,,56.14,,,59.52,,,57.83,-0.12,1,1
CE1767,2021F,4,56.07,29.31,,58.76,,,56.14,,,57.45,-0.38,1,1
CE1767,2022S,5,53.94,22.45,,53.56,,,52.93,,,53.25,-4.21,1,1
CE1767,2022F,6,53.42,17.5,,51.99,,,50.56,,,51.27,-1.97,1,1
CE1767,2023S,7,55.71,34.69,,57.05,,,54.81,,,55.93,4.66,1,1
CE1767,2023F,8,56.7,42.19,,59.63,,,54.49,,,57.06,1.13,1,1
CE1770,2019F,0,77.58,93.75,,76.68,77.69,,75.43,,,76.6,0.0,0,0
CE1770,2020S,1,77.45,95.95,,77.3,77.95,,77.6,,,77.62,1.02,0,0
CE1770,2020F,2,78.78,98.57,,80.58,80.83,,76.74,,,79.38,1.76,0,0
CE1770,2021S,3,78.67,95.35,,77.03,79.29,,76.32,,,77.55,-1.84,0,0
CE1770,2021F,4,77.48,100.0,,75.93,75.04,,75.6,,,75.52,-2.02,0,0
CE1770,2022S,5,80.25,96.43,,79.33,80.29,,78.31,,,79.31,3.79,0,0
CE1770,2022F,6,76.46,97.14,,79.36,78.79,,78.05,,,78.74,-0.57,0,0
CE1770,2023S,7,78.78,100.0,,76.25,76.41,,79.7,,,77.45,-1.28,0,0
CE1770,2023F,8,79.73,100.0,,81.32,78.6,,76.73,,,78.88,1.43,0,0
CE1776,2019F,0,77.99,97.62,80.68,,,76.63,,,,78.65,0.0,0,0
CE1776,2020S,1,80.15,100.0,82.59,,,78.49,,,,80.54,1.89,0,0
CE1776,2020F,2,78.05,93.51,80.16,,,80.94,,,,80.55,0.01,0,0
CE1776,2021S,3,76.35,94.59,78.83,,,78.58,,,,78.7,-1.85,0,0
CE1776,2021F,4,76.73,100.0,73.88,,,77.31,,,,75.6,-3.11,0,0
CE1776,2022S,5,79.28,98.28,78.38,,,80.02,,,,79.2,3.6,0,0
CE1776,2022F,6,80.64,98.18,83.26,,,82.7,,,,82.98,3.78,0,1
CE1776,2023S,7,79.23,96.2,77.88,,,76.41,,,,77.14,-5.84,1,0
CE1776,2023F,8,78.53,98.0,75.77,,,78.39,,,,77.08,-0.07,0,0
CE1777,2019F,0,80.65,100.0,,82.79,80.4,,78.07,,,80.42,0.0,0,0
CE1777,2020S,1,80.78,100.0,,82.52,82.21,,83.2,,,82.64,2.22,0,0
CE1777,2020F,2,80.64,100.0,,81.85,81.54,,80.55,,,81.31,-1.33,0,0
CE1777,2021S,3,80.63,100.0,,78.81,78.05,,81.11,,,79.32,-1.99,0,0
CE1777,2021F,4,79.33,98.63,,82.1,76.61,,79.76,,,79.49,0.16,0,0
CE1777,2022S,5,79.98,100.0,,80.84,81.56,,80.81,,,81.07,1.58,0,0
CE1777,2022F,6,79.0,96.23,,78.41,81.79,,76.24,,,78.81,-2.25,0,0
CE1777,2023S,7,81.65,100.0,,81.13,81.71,,80.03,,,80.96,2.14,0,0
CE1777,2023F,8,80.16,100.0,,81.68,80.82,,80.85,,,81.12,0.16,0,0
CE1781,2019F,0,59.75,44.23,57.56,,,,,,,57.56,0.0,1,1
CE1781,2020S,1,55.93,25.0,55.24,,,,,,,55.24,-2.32,1,1
CE1781,2020F,2,60.81,45.21,58.68,,,,,,,58.68,3.44,1,1
CE1781,2021S,3,58.79,51.43,55.87,,,,,,,55.87,-2.8,1,1
CE1781,2021F,4,57.46,34.72,59.52,,,,,,,59.52,3.65,1,1
CE1781,2022S,5,59.46,52.17,60.75,,,,,,,60.75,1.23,1,1
CE1781,2022F,6,56.66,47.06,57.85,,,,,,,57.85,-2.9,1,1
CE1781,2023S,7,56.41,33.33,54.1,,,,,,,54.1,-3.74,1,1
CE1781,2023F,8,60.75,51.61,61.21,,,,,,,61.21,7.11,1,1
CE1782,2019F,0,76.26,97.3,,78.14,77.9,,78.34,,,78.13,0.0,0,1
CE1782,2020S,1,72.53,90.41,,70.32,72.61,,73.34,,,72.09,-6.04,1,0
CE1782,2020F,2,72.92,87.5,,72.76,75.86,,74.76,,,74.46,2.37,0,1
CE1782,2021S,3,67.47,71.43,,65.14,65.77,,67.88,,,66.26,-8.2,1,0
CE1782,2021F,4,69.36,78.12,,70.39,72.12,,71.25,,,71.25,4.99,0,1
CE1782,2022S,5,63.47,56.67,,64.09,62.94,,64.47,,,63.83,-7.42,1,1
CE1782,2022F,6,63.84,66.67,,65.91,63.31,,63.87,,,64.36,0.53,1,1
CE1782,2023S,7,60.2,44.44,,61.56,59.05,,57.91,,,59.51,-4.86,1,1
CE1782,2023F,8,58.27,45.71,,56.91,56.53,,57.78,,,57.07,-2.43,1,1
CE1783,2019F,0,78.9,98.18,,79.18,81.73,,76.36,,,79.09,0.0,0,0
CE1783,2020S,1,78.16,97.06,,77.39,80.03,,80.73,,,79.38,0.29,0,0
CE1783,2020F,2,79.93,100.0,,82.08,78.14,,80.09,,,80.1,0.72,0,0
CE1783,2021S,3,80.21,98.68,,77.86,81.73,,79.46,,,79.68,-0.42,0,0
CE1783,2021F,4,80.75,98.72,,83.14,81.11,,83.57,,,82.61,2.93,0,0
CE1783,2022S,5,82.45,100.0,,82.05,79.6,,82.23,,,81.29,-1.32,0,0
CE1783,2022F,6,79.37,93.94,,81.78,80.8,,77.07,,,79.88,-1.41,0,0
CE1783,2023S,7,81.26,100.0,,81.05,82.07,,78.56,,,80.56,0.68,0,0
CE1783,2023F,8,82.58,98.18,,84.54,84.79,,80.42,,,83.25,2.69,0,0
CE1787,2019F,0,77.68,98.51,79.81,,,,,,,79.81,0.0,0,0
CE1787,2020S,1,80.42,98.65,80.31,,,,,,,80.31,0.49,0,0
CE1787,2020F,2,76.75,95.56,77.23,,,,,,,77.23,-3.08,0,0
CE1787,2021S,3,78.19,97.14,75.4,,,,,,,75.4,-1.82,0,0
CE1787,2021F,4,78.79,98.39,78.02,,,,,,,78.02,2.62,0,0
CE1787,2022S,5,77.07,100.0,79.55,,,,,,,79.55,1.53,0,0
CE1787,2022F,6,78.19,100.0,81.08,,,,,,,81.08,1.53,0,0
CE1787,2023S,7,76.26,100.0,77.13,,,,,,,77.13,-3.96,0,0
CE1787,2023F,8,77.87,96.97,77.2,,,,,,,77.2,0.08,0,0
CE1788,2019F,0,78.98,93.94,80.51,,,,,,,80.51,0.0,0,1
CE1788,2020S,1,73.19,92.86,70.2,,,,,,,70.2,-10.32,1,0
CE1788,2020F,2,74.59,96.0,71.9,,,,,,,71.9,1.71,0,0
CE1788,2021S,3,69.09,87.76,70.52,,,,,,,70.52,-1.39,0,1
CE1788,2021F,4,66.2,70.27,64.12,,,,,,,64.12,-6.4,1,1
CE1788,2022S,5,65.8,75.36,63.99,,,,,,,63.99,-0.14,1,0
CE1788,2022F,6,64.27,75.0,65.28,,,,,,,65.28,1.29,0,1
CE1788,2023S,7,62.0,58.7,64.39,,,,,,,64.39,-0.89,1,1
CE1788,2023F,8,58.41,40.38,59.33,,,,,,,59.33,-5.06,1,1
CE1793,2019F,0,74.62,95.65,,74.28,75.1,,74.97,,,74.78,0.0,0,0
CE1793,2020S,1,72.51,90.57,,75.33,72.55,,72.93,,,73.6,-1.18,0,0
CE1793,2020F,2,70.38,81.58,,70.71,70.54,,73.08,,,71.44,-2.16,0,0
CE1793,2021S,3,70.43,85.33,,70.76,67.52,,71.11,,,69.8,-1.65,0,0
CE1793,2021F,4,65.93,77.5,,68.18,66.55,,67.18,,,67.3,-2.49,0,1
CE1793,2022S,5,62.96,60.94,,62.01,64.54,,65.65,,,64.07,-3.24,1,1
CE1793,2022F,6,63.03,55.56,,65.84,62.0,,62.91,,,63.58,-0.48,1,1
CE1793,2023S,7,60.99,58.49,,59.6,61.25,,61.77,,,60.87,-2.71,1,1
CE1793,2023F,8,57.89,38.98,,58.23,57.18,,58.58,,,58.0,-2.88,1,1
CE1794,2019F,0,81.68,100.0,78.84,,,,83.35,,,81.09,0.0,0,0
CE1794,2020S,1,81.81,97.73,83.34,,,,81.96,,,82.65,1.56,0,0
CE1794,2020F,2,80.62,98.41,79.25,,,,81.15,,,80.2,-2.45,0,0
CE1794,2021S,3,82.28,100.0,81.48,,,,84.54,,,83.01,2.81,0,0
CE1794,2021F,4,81.87,100.0,79.88,,,,84.59,,,82.23,-0.77,0,0
CE1794,2022S,5,82.35,100.0,81.63,,,,82.71,,,82.17,-0.06,0,0
CE1794,2022F,6,81.09,97.06,78.44,,,,83.82,,,81.13,-1.04,0,0
CE1794,2023S,7,83.6,100.0,81.68,,,,83.79,,,82.73,1.6,0,0
CE1794,2023F,8,82.42,98.63,82.97,,,,82.66,,,82.82,0.08,0,0
CE1798,2019F,0,82.52,96.97,84.94,,,,83.23,,,84.08,0.0,0,1
CE1798,2020S,1,79.25,98.25,79.27,,,,76.35,,,77.81,-6.28,1,0
CE1798,2020F,2,79.19,97.78,78.18,,,,77.72,,,77.95,0.14,0,0
CE1798,2021S,3,76.4,95.45,76.08,,,,74.3,,,75.19,-2.75,0,0
CE1798,2021F,4,82.75,100.0,81.88,,,,81.34,,,81.61,6.42,0,0
CE1798,2022S,5,79.41,97.87,80.24,,,,79.56,,,79.9,-1.71,0,0
CE1798,2022F,6,82.51,97.83,84.55,,,,83.97,,,84.26,4.35,0,1
CE1798,2023S,7,78.52,100.0,75.67,,,,75.66,,,75.67,-8.59,1,0
CE1798,2023F,8,81.16,98.59,80.79,,,,82.49,,,81.64,5.97,0,0
CE301,2019F,0,77.2,100.0,78.43,77.94,,,,,,78.19,0.0,0,0
CE301,2020S,1,77.6,95.45,79.45,79.82,,,,,,79.63,1.45,0,0
CE301,2020F,2,78.4,100.0,79.03,79.01,,,,,,79.02,-0.61,0,0
CE301,2021S,3,78.09,94.92,75.63,78.23,,,,,,76.93,-2.09,0,0
CE301,2021F,4,78.09,98.51,77.39,80.8,,,,,,79.09,2.16,0,0
CE301,2022S,5,75.76,100.0,74.53,77.4,,,,,,75.96,-3.13,0,0
CE301,2022F,6,78.41,96.25,81.26,76.58,,,,,,78.92,2.96,0,0
CE301,2023S,7,74.53,97.56,76.56,76.37,,,,,,76.47,-2.45,0,0
CE301,2023F,8,74.92,92.41,77.73,74.34,,,,,,76.04,-0.43,0,0
CE302,2019F,0,80.42,97.14,78.12,,,,,,,78.12,0.0,0,0
CE302,2020S,1,80.8,96.77,81.65,,,,,,,81.65,3.53,0,0
CE302,2020F,2,81.43,100.0,84.09,,,,,,,84.09,2.43,0,0
CE302,2021S,3,82.65,100.0,81.6,,,,,,,81.6,-2.48,0,0
CE302,2021F,4,85.27,100.0,83.73,,,,,,,83.73,2.13,0,0
CE302,2022S,5,84.6,100.0,86.14,,,,,,,86.14,2.41,0,0
CE302,2022F,6,80.11,96.67,82.49,,,,,,,82.49,-3.65,0,0
CE302,2023S,7,87.33,100.0,90.22,,,,,,,90.22,7.72,0,1
CE302,2023F,8,84.57,98.25,83.61,,,,,,,83.61,-6.6,1,0
CE306,2019F,0,76.71,98.41,,77.14,76.23,,79.29,,,77.55,0.0,0,0
CE306,2020S,1,78.1,95.0,,76.5,78.74,,79.49,,,78.24,0.69,0,0
CE306,2020F,2,79.35,93.75,,79.44,77.04,,77.81,,,78.1,-0.14,0,0
CE306,2021S,3,78.42,92.86,,79.92,76.79,,75.6,,,77.44,-0.66,0,0
CE306,2021F,4,79.55,98.75,,80.37,79.81,,80.76,,,80.31,2.88,0,0
CE306,2022S,5,77.92,89.19,,77.33,79.12,,77.64,,,78.03,-2.28,0,0
CE306,2022F,6,78.33,98.18,,80.49,80.18,,78.44,,,79.71,1.68,0,0
CE306,2023S,7,79.59,96.3,,81.63,77.09,,79.83,,,79.52,-0.19,0,0
CE306,2023F,8,80.96,98.0,,80.32,78.48,,82.0,,,80.27,0.75,0,0
CE309,2019F,0,61.08,53.85,63.1,,,,,,,63.1,0.0,1,1
CE309,2020S,1,60.96,50.0,60.93,,,,,,,60.93,-2.18,1,1
CE309,2020F,2,61.7,54.69,60.61,,,,,,,60.61,-0.32,1,1
CE309,2021S,3,61.4,53.66,62.49,,,,,,,62.49,1.88,1,1
CE309,2021F,4,62.36,66.22,60.97,,,,,,,60.97,-1.52,1,1
CE309,2022S,5,57.13,43.4,58.66,,,,,,,58.66,-2.31,1,1
CE309,2022F,6,61.47,56.86,62.58,,,,,,,62.58,3.92,1,1
CE309,2023S,7,60.84,54.05,58.85,,,,,,,58.85,-3.73,1,1
CE309,2023F,8,62.76,61.04,61.82,,,,,,,61.82,2.97,1,1
CE310,2019F,0,78.76,98.08,,76.87,79.43,,80.72,,,79.0,0.0,0,0
CE310,2020S,1,76.97,95.89,,75.59,77.43,,77.17,,,76.73,-2.28,0,0
CE310,2020F,2,74.75,90.48,,75.19,77.16,,75.03,,,75.79,-0.93,0,0
CE310,2021S,3,78.83,100.0,,77.8,79.91,,76.31,,,78.0,2.21,0,0
CE310,2021F,4,78.29,100.0,,77.62,80.96,,76.36,,,78.31,0.31,0,0
CE310,2022S,5,76.35,100.0,,75.41,77.51,,74.68,,,75.86,-2.45,0,0
CE310,2022F,6,76.78,91.67,,76.81,79.73,,75.12,,,77.22,1.35,0,0
CE310,2023S,7,76.91,100.0,,77.02,77.79,,74.07,,,76.29,-0.92,0,0
CE310,2023F,8,78.29,93.85,,79.83,78.95,,77.24,,,78.67,2.38,0,0
CE313,2019F,0,81.86,90.62,,81.1,83.67,,79.12,,,81.3,0.0,0,1
CE313,2020S,1,78.19,95.45,,79.04,76.6,,75.62,,,77.09,-4.21,1,0
CE313,2020F,2,81.66,100.0,,79.08,83.87,,83.46,,,82.14,5.05,0,1
CE313,2021S,3,76.44,100.0,,75.99,77.24,,76.57,,,76.6,-5.54,1,0
CE313,2021F,4,79.86,97.92,,80.01,81.96,,78.68,,,80.21,3.62,0,0
CE313,2022S,5,82.04,100.0,,84.15,82.04,,81.99,,,82.72,2.51,0,0
CE313,2022F,6,81.12,100.0,,82.44,82.86,,83.52,,,82.94,0.21,0,1
CE313,2023S,7,77.93,96.1,,78.02,77.13,,74.97,,,76.71,-6.23,1,0
CE313,2023F,8,80.89,100.0,,78.31,83.59,,79.62,,,80.51,3.8,0,0
CE316,2019F,0,76.86,95.65,,76.85,79.58,,77.32,,,77.92,0.0,0,0
CE316,2020S,1,79.09,98.28,,79.58,81.17,,79.71,,,80.15,2.24,0,1
CE316,2020F,2,77.8,98.28,,76.28,75.14,,75.22,,,75.55,-4.61,1,0
CE316,2021S,3,80.88,100.0,,79.17,82.2,,83.35,,,81.57,6.02,0,0
CE316,2021F,4,79.21,92.11,,81.7,79.56,,79.68,,,80.31,-1.26,0,0
CE316,2022S,5,80.08,98.63,,81.84,77.67,,81.6,,,80.37,0.06,0,0
CE316,2022F,6,81.74,100.0,,84.04,79.78,,82.03,,,81.95,1.58,0,0
CE316,2023S,7,80.72,100.0,,80.51,81.83,,82.58,,,81.64,-0.31,0,0
CE316,2023F,8,80.34,96.55,,81.78,78.6,,79.43,,,79.94,-1.7,0,0
CE317,2019F,0,78.45,100.0,,75.7,80.33,,80.19,,,78.74,0.0,0,0
CE317,2020S,1,78.27,93.33,,80.16,79.14,,80.8,,,80.03,1.29,0,0
CE317,2020F,2,78.59,100.0,,80.82,77.67,,78.35,,,78.95,-1.08,0,0
CE317,2021S,3,80.72,100.0,,77.86,82.92,,83.11,,,81.3,2.35,0,0
